text,DV_C,DV_n
[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][N][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][Branch1][C][=O][C],0.5264808899994641,-3.2
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][=C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],0.5264808899994641,-2.3
[C][C][C][=Branch1][S][=C][C][=Branch1][#Branch1][=N][C][=Branch1][C][=C][C][C][C][C][Ring1][Ring1][C],-1.418800110000461,-2.4
[C][C][O][C][C][Ring1][Branch1][Branch1][=Branch2][C][=C][C][=C][C][=N][Ring1][=Branch1][N],-1.9208081100004053,-5.8
[C][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][#Branch2][C][C][Branch1][Ring2][C][Ring1][Ring2][O][C][O],0.5264808899994641,-3.2
[C][C][C][=C][C][Ring1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],12.613578509999115,12.304216079999904
[C][#C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][C][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],4.228789889999753,4.3
[C][C][C][=C][C][C][=C][=C][C][Ring1][=Branch2],-2.171812109999821,-3.1
[C][C][=C][C][=C][C][Ring1][Ring2][=C][C][Ring1][#Branch1],1.404994889999646,1.0
[C][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][C][C][C][C][C][=Branch1][C][=O][O],0.5264808899994641,-3.2
[C][N][C][=Branch1][Branch2][=C][C][=C][Ring1][Branch1][C][=O][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.98355911000026,-3.8
[C][O][C][=C][Branch1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],4.228789889999753,4.3
[C][C][Branch1][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O],-1.3560491100006071,-6.2
[C][C][C][=C][C][=C][C][=C][C][=C][=C][Ring1][#Branch1][C],-2.6876253300005803,-3.3835339200003185
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch2][C][=C][N][Ring1][=Branch1],7.491841889999951,9.0
[C][C][=C][Branch2][Ring1][#Branch1][N][C][Branch1][Ring2][C][Ring1][Branch1][C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N+1][#C-1][C],-3.5523341099999475,-6.6
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],-0.1637801100000418,-3.4
[C][C][C][Branch1][N][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N],-1.418800110000461,-2.4
[C][C][=C][C][C][C][=C][C][Ring1][#Branch1][=N],-5.497615109999872,-11.4
[C][C][C][C][Branch1][Branch2][C][Ring1][Branch1][C][=C][Ring1][=Branch1][N][=C][=S],6.487825890000061,7.0
[C][N][Branch1][C][C][C][=Branch1][Ring2][=C][C][=O][C][=C][C][=C][O][Ring1][Branch1],0.71473389000014,-3.0
[C][C][C][=C][Branch1][#Branch1][S][C][=C][Ring1][=Branch1][C][N][=C],5.170054889999789,6.1
[C][C][=Branch1][C][=O][C][=N][N][Branch1][Branch1][C][=C][Ring1][Branch1][C][C][C][C][Ring1][Ring2],-1.9208081100004053,-5.8
[C][C][=C][C][=N][C][C][Branch1][=Branch2][C][N][Ring1][=Branch1][C][=C][Ring1][#Branch2][O],-1.9208081100004053,-5.8
[C][C][Branch1][P][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][Ring1][=Branch1][O],9.562624889999585,9.0
[C][C][=C][C][C][Ring1][Ring1][C][C][Ring1][Ring1][C][C][Ring1][Branch2],-2.171812109999821,-3.1
[C][=C][C][C][C][C][C][=C][C][C][Ring1][Branch1][Branch1][Ring2][C][Ring1][=Branch2][O],-1.3560491100006071,-6.2
[C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1].[C][O],-3.2385791100006784,-3.7
[C][C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][Ring1][N],7.491841889999951,9.0
[C][C][=C][C][C][C][=C][C][C][Ring1][Branch1][C][Ring1][=Branch2][=O],6.801580889999331,8.9
[C][C][=C][O][C][=Branch1][Ring2][=N][Ring1][Branch1][C][C][#C],7.05258488999986,8.1
[C][=C][C][O][C][=Branch1][C][=C][C][C][C][#C],1.2167418900000848,0.3
[C][C][=C][C][Branch1][C][C][C][Branch1][Branch1][C][=C][C][=C][C][=Branch1][C][=C][N],-1.418800110000461,-2.4
[C][C][Branch1][S][C][Branch1][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C],-1.418800110000461,-2.4
[C][C][=Branch1][=Branch1][=C][C][=C][C][=C][N][C][C][C][C][C][Ring1][=Branch1],-1.418800110000461,-2.4
[C][C][O][C][C][Branch1][#Branch1][C][Ring1][Ring1][O][Ring1][#Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],4.668046889999844,4.9
[C][C][Branch1][P][C][=C][Branch1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][O][C][O],-0.0382781100003343,0.3
[C][C][=Branch1][C][=O][S][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][F][F],14.83370888999956,15.5
[C][C][=C][N][Branch1][#Branch1][C][=C][C][Ring1][=Branch1][=O][C][C][C][O][Ring1][Ring1],0.71473389000014,-3.0
[C][C][C][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][C][Branch1][C][C][C],-1.418800110000461,-2.4
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][C][=C][N][C][Ring1][=Branch1][=O],8.49585788999984,8.1
[C][C][C][Ring1][Ring1][C][C][C][Ring1][Ring1][C][Ring1][=Branch1][C][Ring1][Ring1],-2.7993221100005874,-4.0
[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][=C][C][=Branch1][C][=O][C][=C][C][=C][O][Ring1][Branch1],8.49585788999984,8.1
[C][C][O][C][=C][Branch1][#Branch1][C][=N][C][=C][Ring1][=Branch1][C][=C],3.852283889999516,2.5
[C][C][=Branch1][=C][=C][C][=C][N][Branch1][#Branch1][N][=C][Ring1][Branch1][C][=C][C][S],0.6519828900002863,-1.8
[C][C].[C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][N][C][#N],-4.368097110000275,-5.6
[C][C][=C][Branch1][=Branch2][C][=Branch1][C][=O][C][O][Ring1][#Branch1][C][#N],19.91653988999997,21.2
[C][O][C][=C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][C][C][Ring1][Ring1][N],0.5264808899994641,-3.2
[C][C][=C][Branch1][S][N][=C][Branch1][Ring2][S][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][=Branch1][C][=O][C],15.147463889999944,15.8
[C][=C][C][C][C][C][C][Ring1][=Branch1][C][C][Ring1][#Branch1][C][Ring1][Branch1][=C],-2.6738201099997654,-3.7
[C][C][Branch1][Ring2][C][C][#C][C][Branch1][C][C][C][C][#C],-2.109061109999967,-3.0
[C][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N][C][C],-1.418800110000461,-2.4
[C][C][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][Ring1][O][O],0.71473389000014,-3.0
[C][C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch2][C][C][C][O][C][Ring1][Branch1][O],0.5264808899994641,-3.2
[C][C][#C][C][=C][C][C][C][=O],3.4130268899994247,1.0
[C][C][=C][Branch1][P][C][=Branch1][Ring2][=C][C][=C][C][=C][C][=C][C][=C][Ring1][N][Ring1][=Branch1][C],-0.4775351100004253,-1.1
[C][C][=C][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C][C][=Branch1][C][=O][C][Branch1][C][C][C],0.5264808899994641,-3.2
[C][=C][C][=C][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=C][O],7.680094889999512,9.7
[C][C][=C][Branch1][=Branch1][C][=C][N][Ring1][Branch1][C][Branch1][Ring2][C][C][#N][N],-4.368097110000275,-5.6
[C][C][C][Branch1][Ring2][C][Ring1][Ring2][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],5.672062889999733,7.6
[C][C][Branch1][C][C][Branch1][Ring1][C][#N][C][=Branch1][Ring1][=N][O][N][C][=C][N][=C][Ring1][Branch1],4.542544890000136,3.8
[C][C][=C][=C][C][=C][Ring1][Branch1][C][=C][C][=N][Ring1][=Branch1],13.20218289000002,13.9
[C][#C][C][=N][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][C][#N],23.556097889999297,23.0
[C][C][C][=C][Branch1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][O],0.71473389000014,-3.0
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],-0.1637801100000418,-3.4
[C][C][=C][C][=C][Branch1][=C][N][Ring1][Branch1][C][Branch1][C][C][C][C][C][C][Ring1][Ring2][C],-1.418800110000461,-2.4
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][Ring1][=N][O][C],3.852283889999516,2.5
[C][C][=Branch1][C][=C][C][Branch1][C][C][Branch1][C][C][N][Branch1][C][C][C][=C][C][=C][C][Ring1][Branch1],-1.418800110000461,-2.4
[C][=C][N][=C][C][=Branch1][O][=C][Ring1][=Branch1][C][=N][C][=N][N][Ring1][Branch1][Cl],19.17545057999949,18.61508414999976
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][N][Ring1][#Branch1],9.562624889999585,9.0
[C][C][C][N][C][=C][Branch1][#Branch1][C][=N][C][Ring1][=Branch1][=O][N][C][=N][Ring1][=Branch2],4.542544890000136,3.8
[C][N][C][C][=C][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][#Branch1][N][O],-1.9208081100004053,-5.8
[C][C][=C][C][=Branch1][#C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][S][Ring1][Branch1][C][=Branch1][C][=O][N][O],15.147463889999944,15.8
[C][C][=C][C][=Branch2][Ring1][Ring1][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][=C][Branch1][Branch1][C][Ring1][#Branch1][=O][C][#N][C],8.49585788999984,8.1
[C][C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.6738201099997654,-3.7
[C][C][=Branch1][C][=O][C][=C][Branch1][=Branch2][C][C][=Branch1][Ring2][=C][Ring1][Branch1][Cl][Cl],11.319652889999947,7.4
[C][C][=C][C][=C][C][C][=C][Branch1][=Branch1][O][C][=C][Ring1][Branch1][C][=O],4.668046889999844,4.9
[C][C][=C][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][O][C][=C][C][=C][Branch1][=Branch1][C][C][O][Ring1][Branch1][C][=C][Ring1][=Branch2],-0.1637801100000418,-3.4
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C][C][Ring1][Branch1][=O],4.668046889999844,4.9
[C][P][C].[C][=C][C][=Branch1][#Branch2][=C][C][=C][Ring1][=Branch1][C][O][C][O][C][=O],-1.5443021100001684,-2.0
[C][N][C][=C][C][=C][Ring1][Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][#C-1],8.758784579999249,8.291289629999113
[C][=C][N][=C][Branch1][Branch1][N][=C][Ring1][=Branch1][C][#C][N],4.542544890000136,5.4
[C][C][=Branch1][Branch1][=C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-2.6876253300005803,-3.3835339200003185
[C][C][Branch1][=N][C][=C][C][C][=Branch1][Branch1][=C][C][Ring1][=Branch1][O][C][C][=Branch1][C][=O][O],-0.0382781100003343,0.3
[C][C][C][C][C][C][Branch1][Branch2][C][Ring1][#Branch1][C][Ring1][=Branch1][=O][C][=C][Ring1][Branch2],6.801580889999331,8.9
[C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][C][C][Ring1][=Branch1],6.801580889999331,8.9
[C][O][C][C][C][C][Branch1][#Branch1][C][C][Ring1][=Branch1][C][#N][C][=C][Ring1][#Branch2],1.404994889999646,-1.8
[C][C][Branch1][=C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][O][Ring1][#Branch2][C],-1.3560491100006071,-6.2
[C][C][=C][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][C][#C][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C],4.228789889999753,4.3
[C][C][C][Branch1][Ring2][O][Ring1][Ring1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],0.71473389000014,-3.0
[C][=C][C][C][C][C][C][=Branch1][C][=O][C][C][=C][C][Ring1][O],-1.3560491100006071,-6.2
[C][C][C][Branch1][Branch1][C][=C][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],-1.5888553200002653,-2.155496850000884
[C][C][=C][Branch1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][=Branch1][C][=C][N],1.404994889999646,-1.8
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][O][Ring1][Branch2],6.04856888999997,8.2
[C][C][=C][C][C][C][C][C][Ring1][=Branch1][Branch1][C][C][C][C][C][#C],-2.297314110000643,-3.2
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=N][N],-3.5523341099999475,-6.6
[C][=C][C][C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][O],7.491841889999951,6.7
[C][C][=C][C][=C][Branch1][Ring2][C][=C][C][C][=O],1.2167418900000848,0.3
[C][C][=C][C][N][C][Ring1][=Branch1][C][=C][C][Ring1][Branch1][=O],7.491841889999951,6.7
[C][C][C][C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][=C][C][Ring1][#Branch1][=O],-3.2385791100006784,-3.7
[C][C][#C][C][=C][C][=Branch1][N][=C][Branch1][Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][F][F][F],14.708206889999852,15.6
[C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][O][Ring1][#Branch1],7.868347890000188,8.8
[C][C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Branch1][=C][Ring1][=Branch1][C][C][O][O][Ring1][Branch2],5.35830788999935,7.5
[C][C][C][C][C][=Branch1][Ring1][=C][=C][C][Branch1][Ring1][C][#C][O],-3.2385791100006784,-3.7
[C][C][Branch1][N][C][C][Ring1][Ring1][C][=C][C][C][=C][Ring1][#Branch1][C],-2.109061109999967,-3.0
[C][=C][C][=C][C][=C][N][C][C][C][C][Ring1][Branch1],-5.685868110000548,-11.6
[C][#C][C][C][Branch2][Ring1][Ring1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=N][C][=C][Ring1][=Branch1][N],4.228789889999753,4.3
[C][C][C][Ring1][Ring1][Branch1][P][C][C][=C][Branch1][O][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][O][O][N],0.5264808899994641,-3.2
[C][C][Branch1][#Branch2][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][#Branch1][C][=Branch1][C][=O][O][C][N],0.5264808899994641,-3.2
[C][C][=C][C][=C][Branch1][=Branch2][C][C][=Branch1][C][=O][N][Ring1][=Branch1][C][=Branch1][Branch1][=C][Ring1][#Branch2][O][C],9.562624889999585,9.0
[C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N],0.5264808899994641,-3.2
[C][#C][C][C][C][C][Ring1][Ring2][C][C][Ring1][=Branch1][C][Ring1][=Branch1][C][Ring1][=Branch1][Ring1][Ring2][N],6.654116039999339,4.054342109999892
[C][C][=Branch1][C][=C][C][=Branch1][C][=O][O][C][N][=C][=N][Ring1][Ring2],12.825676889999782,11.0
[C][=C][C][C][C][C][O][C][=C][C][=Branch1][C][=O][O][C][Ring1][=Branch1],-0.0382781100003343,0.3
[C][C][Branch1][=C][C][Branch1][Ring2][O][Ring1][Ring1][C][C][C][C][=C][Ring1][#Branch1][C][=Branch1][C][=O][O][C],-0.0382781100003343,0.3
[C][C][=C][Branch1][#Branch1][C][=N][N][Ring1][Branch1][C][C][#C][C][N],-4.368097110000275,-5.6
[C][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][O][N],0.5264808899994641,-3.2
[C][C][C][=C][C][=C][Branch1][=Branch2][C][Ring1][=Branch1][C][=Branch1][C][=O][C][C],-3.2385791100006784,-3.7
[C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][C][N][C][=Branch1][C][=O][C][#C],9.562624889999585,9.0
[C][C][=C][Ring1][Ring1][C][=C][C][=C][C][=Branch1][Branch2][=C][C][Ring1][#Branch1][=C][Ring1][#Branch2][C][C][=O],6.613327889999769,8.4
[C][O][C][C][=Branch1][C][=O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N],0.71473389000014,-3.0
[C][C][Branch1][Branch1][C][N][Ring1][Ring2][O][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][O],0.5264808899994641,-3.2
[C][C][=C][C][=Branch1][=C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][O][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.1637801100000418,-3.4
[C][C][=C][Branch1][#Branch1][C][=C][N][=C][Ring1][=Branch1][C][C][Branch1][Branch1][C][C][Ring1][Ring1][O],1.404994889999646,-1.8
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][N][=C][Branch1][Branch1][N][O][Ring1][Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],4.228789889999753,4.3
[C][C][C][=Branch1][C][=O][C][=C][C][=C][C][C][Ring1][=Branch1],1.2167418900000848,0.3
[C][C][Branch1][C][C][C][Branch1][=C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1][N],0.5264808899994641,-3.2
[C][C][Branch1][C][C][C][=C][C][#C][C][=C][Ring1][=Branch1],-0.1637801100000418,-0.5
[C][C][C][=C][N][=C][N][Ring1][Branch1][C][=Branch1][C][=O][C][Ring1][#Branch2],0.0872238899993731,-3.7
[C][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Branch1][=C][Ring1][=Branch1][C][C][Si][Branch1][Ring1][O][C][Branch1][Ring1][O][C][O][C],-0.2265311099998956,0.8
[C][C][=C][C][=Branch1][S][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][Branch1][Ring1][N+1][#C-1][N+1][#C-1][C],7.05258488999986,6.1
[C][O][C][C][=C][N][C][Branch1][Ring2][S][Ring1][Branch1][C][C][Ring1][Branch1][=O],9.31162089000017,6.2
[C][C][=C][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][C][C][Ring1][=Branch1],1.2167418900000848,0.3
[C][C][=Branch1][C][=O][C][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1],-1.9208081100004053,-5.8
[C][C][=C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][C][Ring1][=Branch2][=C][Branch1][Branch1][N][Ring1][=N][C][C],-3.5523341099999475,-6.6
[C][C][=C][C][=C][C][C][=C][C][Ring1][#Branch1][=C][C],-2.6738201099997654,-3.7
[C][=C][C][C][Ring1][Ring1][Branch1][Ring2][C][Ring1][Ring1][C][C][O][Ring1][Ring1],-2.736571110000734,-3.8
[C][C][C][C][=C][C][=Branch1][N][=C][C][=C][C][=C][C][Ring1][=Branch1][=N][Ring1][=Branch2][C][=C][O][Ring1][=N],-1.98355911000026,-3.8
[C][C][=C][Branch2][Ring1][=Branch1][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][=N][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][#N][C],4.228789889999753,4.3
[C][=C][C][C][C][C][C][Ring1][Branch1][C][C][=C][C][Ring1][=Branch1][=O],5.672062889999733,7.6
[C][C][=Branch1][C][=O][N][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O],1.3422438899997922,-2.4
[C][C][C][=C][Branch1][=Branch1][C][Ring1][Branch1][C][N][N][C][=Branch1][C][=O][C][=C][Ring1][#Branch2],-1.9208081100004053,-5.8
[C][C][C][Branch1][=N][C][Ring1][Ring2][C][Branch1][Branch1][C][C][Ring1][Ring1][C][=O][C][=C][Ring1][=Branch2],6.801580889999331,8.9
[C][=C][C][C][C][=Branch1][#Branch1][=N][N][C][Ring1][Branch1][=O][C][C][=C],-1.9208081100004053,-5.8
[C][C][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][N],-1.9208081100004053,-5.8
[C][C][N][C][C][C][=C][Ring1][Branch1][C][=C][Ring1][=Branch2],-5.497615109999872,-11.4
[C][C][C][=Branch1][C][=O][C][C][C][N][C][=Branch1][C][=C][C][=C][C][Ring1][=Branch1][=O],0.5264808899994641,-3.2
[C][C][N][Branch1][C][C][C][=Branch1][C][=O][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C],0.5264808899994641,-3.2
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][=C][Branch1][#Branch2][C][=C][C][=C][Ring1][=Branch1][O][Ring1][O][O],8.49585788999984,8.1
[C][C][C][C][=Branch1][#C][=C][C][=Branch1][C][=O][C][Ring1][#Branch1][C][=Branch1][C][=O][O][C][C],-0.0382781100003343,0.3
[C][C][Branch1][C][C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][C][Ring1][Branch1][N],0.5264808899994641,-3.2
[C][=C][C][C][=C][C][Ring1][=Branch1][C][=C][N][C][=C][Ring1][=Branch2][Ring1][Branch1],6.654116039999339,4.054342109999892
[C][=C][Branch1][O][N][C][=Branch1][=Branch1][=C][C][Ring1][=Branch1][=O][N][C][=O],12.825676889999782,11.0
[C][C][=Branch1][C][=O][N][C][C][=C][C][=Branch1][C][=O][C][=C][Ring1][#Branch1][N+1][=Branch1][C][=O][O-1],15.335716889999505,16.5
[C][C][=C][Branch1][N][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2][N][C][=Branch1][C][=O][C][=C][Ring1][=C],8.621359889999548,9.3
[C][C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1],-0.4775351100004253,-1.1
[C][C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][Branch1][=N][O][Ring1][=Branch1][N],0.0872238899993731,-3.7
[C][C][Branch1][O][C][=C][C][=C][Ring1][Branch1][C][=C][Ring1][=Branch1][C],-0.1637801100000418,-0.5
[C][=C][C][C][C][=Branch1][C][=C][C][Branch1][Ring2][C][Ring1][#Branch1][N][=C][=O],3.852283889999516,2.5
[C][=C][C][=Branch1][=Branch1][=C][N][=C][Ring1][=Branch1][C][C][=S],8.30760489000028,9.2
[C][C][N][C][=Branch1][C][=O][C][=C][N][=C][Branch1][Branch2][C][=C][Ring1][=Branch1][N][Ring1][N][N],4.542544890000136,3.8
[C][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][O][Ring1][#Branch1],0.71473389000014,-3.0
[C][#C][C][C][C][Branch1][Branch2][C][=C][O][C][=C][Ring1][Branch1][O],5.35830788999935,7.5
[C][C][=C][Branch1][=Branch1][N][C][=C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][=C],-1.9208081100004053,-5.8
[C][C][Branch2][Ring1][Branch1][C][=Branch1][C][=O][C][C][C][C][Ring1][#Branch1][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=O][O][C],-0.0382781100003343,0.3
[C][C][=C][C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][C][C][=O],4.668046889999844,4.9
[C][C][=C][N][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][N][O][C][C][C][Ring1][Ring1],-1.9208081100004053,-5.8
[C][C][C][Ring1][Ring1][C][=C][C][Branch1][#Branch1][C][C][Ring1][Ring1][C][O][C][=C][Ring1][#Branch2],5.672062889999733,7.6
[C][C][=Branch1][C][=O][C][Branch1][N][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N][N],-1.9208081100004053,-5.8
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][Ring1][=N][O][C],3.852283889999516,2.5
[C][C][=C][C][=C][Branch1][O][C][=Branch1][Ring2][=N][S][N][C][Ring1][=Branch2][=C][C],0.6519828900002863,-1.8
[C][C][=C][C][C][C][N][Branch1][O][C][=Branch1][C][=O][C][Ring1][=Branch1][=C][Ring1][#Branch2][C][C][O],0.5264808899994641,-3.2
[C][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][C][=N][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=O],15.147463889999944,15.8
[C][C][C][C][C][=C][=C][C][=Branch1][C][=O][C][C][C][Ring1][N],-1.3560491100006071,-6.2
[C][C][N][C][Branch1][Ring1][C][#C][C][=C][C][=N][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1],-3.5523341099999475,-6.6
[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][C][Branch1][C][C][O],-1.3560491100006071,-6.2
[C][C][=Branch1][Ring1][=C][=C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][O][Ring1][Branch1][O],4.668046889999844,4.9
[C][C][C][Ring1][Ring1][C][C][C][=Branch1][C][=O][C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][O][Ring1][=Branch1],3.099271890000156,1.7
[C][=C][C][=Branch1][C][=O][N][C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][O][C][=C][Ring1][Branch1],-0.1637801100000418,-3.4
[C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=Branch1][C][=O][N],1.3422438899997922,-2.4
[C][C][Branch1][C][C][C][=C][N][=C][C][=C][Ring1][=Branch1],-5.497615109999872,-11.4
[C][C][Branch1][C][C][Branch1][C][C][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=O],0.5264808899994641,-3.2
