cid,substituent,canonical_smiles,DV_C,DV_n
16768660,OSO2C6H5,COC1=CC(=CC(=C1O)C2=CC=CS2)C=O,4.166038889999899,4.4
16768662,OSO2C6H5,COC1=C(C=C(C=C1)C(=O)O)C2=CC=CS2,4.166038889999899,4.4
16768691,OSO2C6H5,COC1=CC(=CC(=C1O)C=O)C2=CC=CS2,4.166038889999899,4.4
16768797,NHCOC6H4-4OMe,COC(=O)C1=C(C=CC(=C1)C2=CC=CC=C2)N,-0.1637801100000418,-3.4
16768802,SO2NHC6H5,COC(=O)C1=C(C=CC(=C1)C2=CC=CS2)N,15.147463889999944,15.8
16768819,OSO2C6H5,COC1=C(C=C(C(=C1)C2=CC=CS2)C=O)O,4.166038889999899,4.4
16768972,NHCOO(CH2)3CH3,CC(C1=CC=CC=C1)N(C)C(=O)CO,0.5264808899994641,-3.2
16769064,O(CH2)4CH3,CCCC1=CC=C(C=C1)C(C)O,-1.3560491100006071,-6.2
16769161,NHCOO(CH2)3CH3,CC1=CC=CC=C1CN(C)C(=O)CO,0.5264808899994641,-3.2
16769223,SO2NHC6H5,CC1=NC(=CS1)COC2=CC=CC=C2C=O,15.147463889999944,15.8
16769232,N(COMe)2,C=CCNC1=CC=CC(=C1)C(=O)O,9.562624889999585,9.0
16769359,NHSO2Me,C1=CSC(=C1)CNC(=O)CO,9.31162089000017,6.2
16769447,SO2NMe2 ,CN(CC1=CC=CS1)C(=O)CO,13.64143989000011,14.5
16769453,NHCOO(CH2)3CH3,CC1=CC=C(C=C1)CN(C)C(=O)CO,0.5264808899994641,-3.2
16769492,NHCOO(CH2)3CH3,CC1=CC=CC=C1NC(=O)CC(C)O,0.5264808899994641,-3.2
16769562,NHCOO(CH2)3CH3,CC(C)C1=CC=C(C=C1)NC(=O)CO,0.5264808899994641,-3.2
16769577,CH=CHCOOEt ,CC1=CC(=CC=C1)C2(CC2)C(=O)O,4.668046889999844,4.9
16769599,NHCOO(CH2)3CH3,CC(CNC(=O)CO)C1=CC=CC=C1,0.5264808899994641,-3.2
16769700,NHCOOEt ,CC1=CC=CC=C1NC(=O)CO,0.71473389000014,-3.0
16769780,O(CH2)4CH3,CC1=CC(=C(C=C1C)C(C)O)C,-1.3560491100006071,-6.2
16769880,NHCOO(CH2)3CH3,CC1=CC(=CC=C1)NC(=O)CC(C)O,0.5264808899994641,-3.2
16770239,NHCOO(CH2)3CH3,CC1=CC(=CC=C1)CNCCC(=O)O,0.5264808899994641,-3.2
16770391,NHCOO(CH2)3CH3,COC1=CC=CC(=C1O)CNC2CC2,0.5264808899994641,-3.2
16770689,NHCONHEt ,CC1=C(C(=CC=C1)C(=O)NC)N,-1.9208081100004053,-5.8
16770776,NHCONHEt ,CC(=O)NC1=CC=CC=C1CN,-1.9208081100004053,-5.8
16770838,(CH2)4NMe2,CC1=CC(=C(C(=C1)C)C(C)NC)C,-1.418800110000461,-2.4
16770957,(CH2)4NMe2,CC1=CC(=CC=C1)CNC(C)(C)C,-1.418800110000461,-2.4
16771015,NH(CH2)3CH3,CC1=CC=CC=C1C(C)NC,-5.685868110000548,-11.6
16771667,NHCONHEt ,CC1=C(C=CC(=C1)C(=O)NC)N,-1.9208081100004053,-5.8
16771926,C(Me)(NO2)2,C1=CC(=C(C=C1NC(=O)N)O)C(=O)O,15.335716889999505,16.5
16772186,N(SO2Me)2,CCS(=O)(=O)NC1=CC(=C(S1)C(=O)O)C,10.252885890000204,10.8
16772556,(CH2)4NMe2,CC(C)CC(C1=CC=CC=C1)NC,-1.418800110000461,-2.4
16772559,NHCONHEt ,CCC(=O)NC1=CC=CC=C1N,-1.9208081100004053,-5.8
16772909,NHCONHEt ,CNC(=O)CC1=CC=CC=C1N,-1.9208081100004053,-5.8
16772934,NHCOO(CH2)3CH3,CC(C1=C(C=CC(=C1)O)O)NC2CC2,0.5264808899994641,-3.2
16773182,NHCONHEt ,CC1=C(C=CC=C1N)C(=O)NC,-1.9208081100004053,-5.8
16773411,N(SO2Me)2,CCCS(=O)(=O)NC1=C(SC=C1)C(=O)O,10.252885890000204,10.8
16775376,NHCONHEt ,CNC(=O)CC1=CC=C(C=C1)N,-1.9208081100004053,-5.8
16775447,SOC6H4-4NO2,C1=CC(=CC=C1C(=O)O)NC(=O)C2=CSC=C2,17.029993890000014,16.2
16775543,N(SO2Me)2,CC1=C(SC(=C1C(=O)O)NS(=O)(=O)C)C,10.252885890000204,10.8
16775555,C(Me)(NO2)2,C1=CC(=C(C=C1NC(=O)N)C(=O)O)O,15.335716889999505,16.5
16776026,N=NNMe2,C1CC1NC2=NC=C(C=C2)N,-4.368097110000275,-5.6
16776054,NHCONHEt ,CC1=CC=CC=C1CC(=NO)N,-1.9208081100004053,-5.8
16776261,NHCOCH(Me)2,C1CC1NCC2=CC=C(C=C2)O,1.404994889999646,-1.8
16776536,NHCONHEt ,CNC(=O)C1=CC=CC(=C1)CN,-1.9208081100004053,-5.8
16776881,N(SO2Me)2,CCCS(=O)(=O)NC1=C(C=CS1)C(=O)O,10.252885890000204,10.8
16777071,NHCONHEt ,CNC(=O)C1=CC=C(C=C1)CN,-1.9208081100004053,-5.8
16777592,NHCOO(CH2)3CH3,COC1=C(C=C(C=C1)CNC2CC2)O,0.5264808899994641,-3.2
16777715,C6H4-3NO2,C1=CC2=C(C=CC(=C2)C=CC(=O)O)N=C1,8.49585788999984,8.1
16777950,(CH2)4NMe2,CCCC1=CC=C(C=C1)C(C)NC,-1.418800110000461,-2.4
16777993,NHCOO(CH2)3CH3,CC(C1=C(C=C(C=C1)O)O)NC2CC2,0.5264808899994641,-3.2
16778987,C(Me)(NO2)2,C1=CC(=O)N(C=C1C(=O)O)CC(=O)N,15.335716889999505,16.5
16780775,SN(Me)2,C1C(CN1)CC2=CC=CS2,5.170054889999789,6.1
16782160,C(Me)(NO2)2,C1=CC(=O)N(C=C1C(=O)N)CC(=O)O,15.335716889999505,16.5
16784308,NHCONHEt ,CC1=C(C(=CC=C1)N)C(=O)NC,-1.9208081100004053,-5.8
16784379,NHCOCH(Me)2,C1CC1NCC2=CC(=CC=C2)O,1.404994889999646,-1.8
16784384,CH=CHCOC6H4-4NO2,CC1=CC=C(C=C1)OC2=CC3=C(C=C2)NC(=O)C3=O,13.20218289000002,14.4
16784609,NHCOO(CH2)3CH3,COC1=C(C=C2C(=C1)CCCN2)OC,0.5264808899994641,-3.2
16785257,CH=CHCOC6H4-4NO2,C1=CC(=CC(=C1)C#N)COC2=CC=C(C=C2)C(=O)O,13.20218289000002,14.4
16785451,CH=CHCOC6H4-4NO2,C1=CC(=CC(=C1)C#N)COC2=CC=CC(=C2)C(=O)O,13.20218289000002,14.4
16785862,N=CHC6H4-4-OMe ,C1CNC2=C1C=CC=C2OC3=CC=CC=C3,-1.98355911000026,-3.8
16786608,N(Me)COCF3,C1CNC2=C1C=C(C=C2)OC(F)(F)F,12.613578509999115,12.304216079999904
16786988,CH=NNHCOC6H5,C1=CC=C(C(=C1)N)OCC2=CC(=CC=C2)C#N,4.228789889999753,4.3
16787465,NHCOOMe ,C1C(C2=C(O1)C=C(C=C2)O)N,1.3422438899997922,-2.4
16787544,CH=CHCOC6H4-4NO2,C1=CC=C(C(=C1)C(=O)O)OCC2=CC(=CC=C2)C#N,13.20218289000002,14.4
16787678,NHCONHEt ,CCC1=CC(=CC=C1)NC(=O)N,-1.9208081100004053,-5.8
16787771,COC(Me)3,CCCC1=CC=C(C=C1)C2CO2,5.672062889999733,7.6
16787806,CH=CHCOC6H4-4NO2,COC1=CC2=C(C=C1)C=C(C=C2)C=C(C#N)C(=O)O,13.20218289000002,14.4
16788216,CH=CHCOC6H4-4NO2,CC1=CC=C(C=C1)OC2=CC=CC3=C2NC(=O)C3=O,13.20218289000002,14.4
16788284,N(Me)COCF3,C1CNC2=C1C=CC=C2OC(F)(F)F,12.613578509999115,12.304216079999904
16788534,NHCOO(CH2)3CH3,CC1=CC(=C(N1CC2CC2)C)C(=O)O,0.5264808899994641,-3.2
16788553,NHCOO(CH2)3CH3,COC1=CC2=C(C(=C1)OC)NCCC2,0.5264808899994641,-3.2
16788767,NHCOCH(Me)2,C1COC2=C1C=C(C=C2)CCN,1.404994889999646,-1.8
16789325,SO2NMe2 ,CC1=CC(=CC=C1)S(=O)(=O)NC,13.64143989000011,14.5
16790198,CH=NNHCOC6H5,C1=CC(=CC(=C1)C#N)COC2=CC=C(C=C2)N,4.228789889999753,4.3
16790359,NHCONH2,CC(C#N)(C1=CC=CO1)N,0.0872238899993731,-3.7
16790496,COCHMe2 ,CC1=CC(=C(C=C1)C)C2CO2,6.801580889999331,8.9
16790549,NHCONHEt ,CC1=C(C(=CC=C1)C(=O)NN)C,-1.9208081100004053,-5.8
16790893,N=CHC6H4-4-OMe ,C1CNC2=C1C=C(C=C2)OC3=CC=CC=C3,-1.98355911000026,-3.8
16791483,NHCOCH(Me)2,CC1=C2CCNC2=C(C=C1)OC,1.404994889999646,-1.8
16792018,CH=CHCOC6H5,C1C(O1)C2=CC3=C(C=C2)C4=CC=CC=C4C3,7.491841889999951,8.4
16792776,NHCSNH2,CC(C#N)(C1=CC=CS1)N,4.354291889999461,1.0
16792980,CH=CHCOC6H4-4NO2,C1=CC=C(C=C1)COC2=CC3=C(C=C2)NC(=O)C3=O,13.20218289000002,14.4
16793165,NHC6H5,C1CNC2=C1C=CC3=CC=CC=C32,0.0244728899995193,-4.8
16793305,N=C(Me)NHC6H5,C1CN(C2=CC=CC=C21)C3=CC=C(C=C3)N,-3.5523341099999475,-6.6
16793311,CH=NNHCOC6H5,C1=CC(=CC=C1COC2=CC=C(C=C2)C#N)N,4.228789889999753,4.3
16793390,CH=NNHCONHNH2,C1=COC(=C1)C(CN2C=NC=N2)N,4.542544890000136,3.8
16794352,NHCOOEt ,CNC1COC2=C1C=CC(=C2)O,0.71473389000014,-3.0
16794430,NHCOCH(Me)2,COC1CC2=CC=CC=C2C1N,1.404994889999646,-1.8
16794995,NHCOOMe ,C1C(O1)CN2C=CC=CC2=O,1.3422438899997922,-2.4
16795875,CH=NNHCOC6H5,C1=CC(=CC(=C1)C#N)COC2=CC=CC(=C2)N,4.228789889999753,4.3
17015159,CH=CHCOC6H4-4NO2,CC1=CC=C(C=C1)C2=C3C=C(C=CC3=NO2)C(=O)O,13.20218289000002,14.4
17019631,N(Me)COCF3,CCC(=O)NC1=C(C(=C(C=C1)F)F)F,12.613578509999115,12.304216079999904
17024856,(CH2)4NMe2,CCC(C1=CC=C(C=C1)C(C)C)N,-1.418800110000461,-2.4
17039340,N(COMe)2,C1C(C(C2=CC=CC=C21)N)C(=O)O,9.562624889999585,9.0
17039428,NHCOCH(Me)2,C1C(C(C2=CC=CC=C21)N)CO,1.404994889999646,-1.8
17079234,NHCOC6H4-4OMe,CC1=NC=CC(=C1C(=O)OC)C2=CC=CC=C2,-0.1637801100000418,-3.4
17139465,NHCOC6H4-4OMe,COC(=O)NC1=CC=C(C=C1)C2=CC=CC=C2,-0.1637801100000418,-3.4
17141122,NHCOO(CH2)3CH3,CC(C)COC1=CC=CC(=C1)C(=O)N,0.5264808899994641,-3.2
17142060,NHCOO(CH2)3CH3,CCC(C)OC1=CC=C(C=C1)C(=O)N,0.5264808899994641,-3.2
17144533,NHCOCH(Me)2,CC1=CC=CC=C1CC(=O)NC,1.404994889999646,-1.8
17144534,NHCOCH(Me)2,CC1=CC(=CC=C1)CC(=O)NC,1.404994889999646,-1.8
17145724,CH2NHCOMe,CC1=CC=CC=C1CC(=O)N,3.852283889999516,2.5
17145725,CH2NHCOMe,CC1=CC(=CC=C1)CC(=O)N,3.852283889999516,2.5
17146063,C(Me)(NO2)2,C1CC1NC(=O)C2=CC=C(O2)[N+](=O)[O-],15.335716889999505,16.5
17155989,(CH2)4NMe2,CCC1=CC=C(C=C1)CNC(C)C,-1.418800110000461,-2.4
17156837,NHCOO(CH2)3CH3,CC(C)NCC1=CC=CC=C1C(=O)O,0.5264808899994641,-3.2
17157646,(CH2)4NMe2,CCCNCC(C)C1=CC=CC=C1,-1.418800110000461,-2.4
17157648,NHCOO(CH2)3CH3,CCCNCC1=CC=C(C=C1)C(=O)O,0.5264808899994641,-3.2
17157650,NHCOO(CH2)3CH3,CCCNCC1=CC=CC=C1C(=O)O,0.5264808899994641,-3.2
17178078,NHCOO(CH2)3CH3,CC1=C(C=C(C=C1)OC(C)C(=O)N)C,0.5264808899994641,-3.2
17206412,(CH2)4NMe2,CCC(C)(C)NCC1=CC=CC=C1,-1.418800110000461,-2.4
17221126,N(SO2Me)2,CCCNS(=O)(=O)C1=C(SC=C1)C(=O)O,10.252885890000204,10.8
17228169,NHCONHEt ,CC1CC2=NNC(=C2C(=O)C1)C,-1.9208081100004053,-5.8
17233969,C(Me)(NO2)2,CN1C2=C(COC2=O)C(=O)N(C1=O)C,15.335716889999505,16.5
17244965,NHCOO(CH2)3CH3,CCC1=CC=C(C=C1)NCCC(=O)O,0.5264808899994641,-3.2
17244973,NHCOO(CH2)3CH3,CC1=C(C=C(C=C1)NCCC(=O)O)C,0.5264808899994641,-3.2
17244979,NHCOO(CH2)3CH3,CC1=CC(=CC=C1)N(C)CCC(=O)O,0.5264808899994641,-3.2
17244987,NHCOO(CH2)3CH3,CC1=CC=C(C=C1)N(C)CCC(=O)O,0.5264808899994641,-3.2
17250420,NHCOOEt ,CC(=C(C#N)C(=O)OC)C1CC1,0.71473389000014,-3.0
17296278,CH=CHCOC6H4-4NO2,CC1=CC(=CC=C1)C2=NC3=C(C=C(C=C3)O)C(=O)O2,13.20218289000002,14.4
17296679,CH=CHCOC6H4-4NO2,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC(=CC=C3)O,13.20218289000002,14.4
17297359,CH=CHCOC6H4-4NO2,C1=CC=C2C(=C1)C=C(O2)C(=O)NC3=CC=C(C=C3)O,13.20218289000002,14.4
17311069,CH=NNHCONHNH2,CN(C)C1=CC=C(C2=NON=C12)N,4.542544890000136,3.8
17320056,NHCOC6H4-4OMe,CC1CC2=CC=CC=C2N1C(=O)C3=CC=CO3,-0.1637801100000418,-3.4
17324452,NHCSNHEt ,CC1=NC(=S)C2=C(N1)CCCC2,0.6519828900002863,-1.8
17329761,NHCOO(CH2)3CH3,CC(C1=CC(=CC=C1)OC)NC(=O)C,0.5264808899994641,-3.2
17330742,NHCONHEt ,CC(C1=CC=NC=C1)NC(=O)C,-1.9208081100004053,-5.8
17370145,N=NC6H5,CC1=CC(=CC(=C1)C=C(C#N)C#N)C,7.05258488999986,6.1
17384379,NHCOO(CH2)3CH3,CC(=O)N(C)CCOC1=CC=CC=C1,0.5264808899994641,-3.2
17389999,NHCSNHEt ,CCCC1=C(C(=C(S1)N)C#N)C,0.6519828900002863,-1.8
17390054,SO2NHC6H5,CC1=CC(=C(C=C1)C)C2=CSC(=N2)C(=O)O,15.147463889999944,15.8
17390055,SO2NHC6H5,CC1=CC(=C(C=C1)C2=CSC(=N2)C(=O)O)C,15.147463889999944,15.8
17390217,CH2SOCF3 ,C1=CSC(=C1)C=CC(C(F)(F)F)O,11.445154889999657,11.2
17390269,SCH2CH=CH2 ,CC1=CC2=C(CCS2)C=C1,7.115335889999714,4.8
17390915,SO2NHC6H5,C1CC2=C(C1)SC3=C2C(=O)OC(=N3)C4CC4,15.147463889999944,15.8
17391877,SO2C6H5,COC(=O)C1=C(C=CS1)C2=CC=CC=C2,13.64143989000011,14.4
17404824,CH=CHCOC6H4-4NO2,C1OC2=C(O1)C=C(C=C2)COC3=CC=C(C=C3)C#N,13.20218289000002,14.4
17416532,SO2NHC6H5,COC1=CC=CC=C1NC(=O)C2=CSC=C2,15.147463889999944,15.8
17447192,SC6H4-4NO2,C1=CC=C2C(=C1)N=C(S2)C3=CC=C(O3)CO,15.774973889999597,16.3
17511954,SO2NMe2 ,CC1=C(C=C(C=C1)S(=O)(=O)C)N,13.64143989000011,14.5
17571588,NHSO2Me,CC1=NC(=CS1)CC(=O)OC,9.31162089000017,6.2
17583158,CH=CHCOC6H4-4NO2,C1=CC=C(C=C1)C2C(=O)NC(=O)C3=CC=CC=C3O2,13.20218289000002,14.4
17603921,COOC6H5,C1=CC=C(C(=C1)C2=CC=CC(=C2)C=O)O,7.80559688999922,10.0
17604332,C6H4-3NO2,C1=CC(=CC=C1C#N)C2=CC=C(O2)CO,8.49585788999984,8.1
17604490,CH=CHCOOEt ,COC1=C(C=C(C=C1)C=O)CC=C,4.668046889999844,4.9
17604926,SO2NHC6H5,C1=CN(C=C1)C2=CC=C(C=C2)SCC(=O)O,15.147463889999944,15.8
17604933,NHCOCH(Me)2,C1CCC(C1)N2C=CC=C2C=O,1.404994889999646,-1.8
17605413,NHCOC6H4-4OMe,C=CCOC1=CC=C(C=C1)N2C=CC=C2C=O,-0.1637801100000418,-3.4
17605788,NHCOO(CH2)3CH3,CC(C)C1=CC=C(C=C1)NCC(=O)O,0.5264808899994641,-3.2
17605809,NHCOO(CH2)3CH3,CC1=CC(=C(C=C1)C)NC(C)C(=O)O,0.5264808899994641,-3.2
17605820,NHCOO(CH2)3CH3,CCC(C(=O)O)NC1=CC=CC=C1C,0.5264808899994641,-3.2
17605821,NHCOO(CH2)3CH3,CCC(C(=O)O)NC1=CC=CC(=C1)C,0.5264808899994641,-3.2
17605822,NHCOO(CH2)3CH3,CCC(C(=O)O)NC1=CC=C(C=C1)C,0.5264808899994641,-3.2
17605875,NHCOO(CH2)3CH3,CCCC(C(=O)O)NC1=CC=CC=C1,0.5264808899994641,-3.2
17605967,NHCOO(CH2)3CH3,CC1=CC=C(C=C1)NC(C)(C)C(=O)O,0.5264808899994641,-3.2
17606386,CH=NNHCSNH2 ,CCC1=NC(=CC(=N1)N=C=S)C,10.127383889999384,10.3
17606692,NHCOO(CH2)3CH3,CC(C)NC1=CC=CC=C1C(=O)OC,0.5264808899994641,-3.2
17606695,NHCOO(CH2)3CH3,CCNC1=C(C=C(C=C1)C)C(=O)OC,0.5264808899994641,-3.2
17607743,CH=NNHCOC6H5,CC1=C2C(=CC=C1)N=C(O2)C3=CC(=CC=C3)N,4.228789889999753,4.3
17607745,CH=NNHCOC6H5,CC1=C2C(=CC=C1)N=C(O2)C3=CC=C(C=C3)N,4.228789889999753,4.3
17608058,NHCOC6H4-4OMe,COC1=CC=CC(=C1NC2=CC=CC=C2)C=O,-0.1637801100000418,-3.4
17608298,NHSO2Me,C1=COC(=C1)CNC(=O)CS,9.31162089000017,6.2
17608769,N(SO2Me)2,CCNS(=O)(=O)C1=C(SC=C1)C(=O)OC,10.252885890000204,10.8
17608819,(CH2)4NMe2,CC(C)C1=CC=C(C=C1)CCCN,-1.418800110000461,-2.4
17608927,NHCOO(CH2)3CH3,COC1=C(C=CC(=C1)CN)OCC=C,0.5264808899994641,-3.2
17609135,NHCONHEt ,CC1=CC(=CC=C1)C(=NOC)N,-1.9208081100004053,-5.8
17609259,CH=NNHCSNH2 ,CN1C=CC(=C1)C2=CSC(=N2)N,10.127383889999384,10.3
17635145,NHCOO(CH2)3CH3,CCOC1=C(C=C(C=C1)C(=O)NC)C,0.5264808899994641,-3.2
17645793,NHCOO(CH2)3CH3,CCOC1=CC=C(C=C1)CNC(=O)C,0.5264808899994641,-3.2
17683152,NHCOCF3 ,CNC(=O)C1=C(C(=C(C=C1)F)F)F,10.94314688999971,8.2
17683153,N(Me)COCF3,CCNC(=O)C1=C(C(=C(C=C1)F)F)F,12.613578509999115,12.304216079999904
17733387,N(COMe)2,CC(=O)CC(=O)C1=CC=C(C=C1)N,9.562624889999585,9.0
17747745,N=CHC6H4-4-OMe ,CC1=CC2=NC3=C(C=C2C=C1)C(CC3=C)O,-1.98355911000026,-3.8
17747865,O(CH2)4CH3,CC=C1CC2CC(C1=O)C2(C)C,-1.3560491100006071,-6.2
17747880,N(COMe)2,C1=CC2=C(C=C1O)C(=CO2)CCN,9.562624889999585,9.0
17747920,NHCOCH(Me)2,CC1CCC2=C1C=NC=C2CO,1.404994889999646,-1.8
17748051,CONHC6H5,C1=CC=C2C(=C1)C(=CN2)CC3=CC=CO3,8.621359889999548,9.3
17748082,NHCOCH(Me)2,CC(=O)C(=C1CCCCC1)C#N,1.404994889999646,-1.8
17748202,NHCOO(CH2)3CH3,CCOC(=O)C1C2CCC(C2)C1C#N,0.5264808899994641,-3.2
17750403,CH2NHCOMe,C1C(C2=CC=CC=C2CO1)N,3.852283889999516,2.5
17750680,OCF2CHFCl ,C1=CC(=C(C(=C1)Cl)CO)C(F)(F)F,11.75890989000004,10.0
17750795,OCOCF3,COC1=C(C=C(C(=C1F)C=O)F)F,14.519953890000291,12.2
17750815,OCF2CHFCl ,COC1=CC=CC(=C1Cl)C(F)(F)F,11.75890989000004,10.0
17750902,N=C(Me)NHC6H5,CN1CCC2=C1C=CC(=C2)C3=CC=NC=C3,-3.5523341099999475,-6.6
17750932,N(COMe)2,C1CC2=C(C=C(C=C2)C(=O)O)NC1,9.562624889999585,9.0
17752348,SO2Et,C=C(C1=CSC=C1)OCCO,15.272965889999652,16.1
17752466,SO2Et,C1=CSC=C1C=COCCO,15.272965889999652,16.1
17752572,NHCOOEt ,C=C(C1=CN=CC=C1)OCCO,0.71473389000014,-3.0
17752576,NHCOOEt ,C1=CC(=CN=C1)C=COCCO,0.71473389000014,-3.0
17753353,1-adamantyl,C=CC1=CC=C(C=C1)C(=C)C2CCCCC2,-3.670933500000362,-4.760918370000564
17753600,CH=CHCOC6H5,CC(=C)C1=CC=CC2=C1OC3=CC=CC=C23,7.491841889999951,8.4
17753719,NHCOO(CH2)3CH3,CC1(CCOC1=O)C(=C)CCCC#N,0.5264808899994641,-3.2
17753733,O(CH2)4CH3,C1CCC2=CCCC(=O)CC2C1,-1.3560491100006071,-6.2
17753735,CH2C(OH)(Me)2,C1CC2CC(=O)CCC=C2C1,-3.2385791100006784,-3.7
17753774,NHEt ,CC1=CC=CC(=C)C1N,-5.497615109999872,-11.4
17753960,CH=NNHCONHNH2,C1=CC2=NC(NC(=O)C2C=C1N)N,4.542544890000136,3.8
17755575,C(OMe)3,CC=CC1=CC(OC1=O)CCCO,-0.0382781100003343,0.3
17755959,C(OMe)3,CC(COC1=CC=C(C=C1)CO)O,-0.0382781100003343,0.3
17757838,CH(OH)Me ,CC1=CC2CC1CC2=O,3.4130268899994247,1.0
17757888,CYCLOHEXENYL,CC1=CC=C(C=C1)C(=C)C2CC2,-2.6876253300005803,-3.3835339200003185
17757920,CH=CHCOC6H4-4NO2,C1=CC=C2C(=C1)C3=C(C=C(O3)CCCC#N)C(=O)O2,13.20218289000002,14.4
17759705,C6H4-4CMe3,C=CC(=C)C(=CCCC1=CC=CC=C1)C=C,-0.6030371100001328,-1.2
17760257,NHCOC6H4-4OMe,C1=CC=C(C(=C1)C=O)OCCC2=CC=CC=N2,-0.1637801100000418,-3.4
17760458,NHCONHEt ,C1CN[N+](C1)(C2=CC=CC=C2)[O-],-1.9208081100004053,-5.8
17760972,CH2C(Me)3,CCC#CCC(CC)CC#C,-2.234563110000789,-2.9
17761021,cyclobutyl ,CCCCC1=C2C=C2C=C1,-2.736571110000734,-3.9
17761584,COOEt ,C1=CC=C(C=C1)CC(C=O)O,5.35830788999935,7.5
17762783,CYCLOHEXENYL,CC1=CC(=C(C=C1C=C)C)C=C,-2.6876253300005803,-3.3835339200003185
17763213,CH2NH2,C=CCCC(=C)C#N,-2.9875751100001486,-3.5
17763619,CH=NNHCOC6H5,CC1=C2C(=C(C=C1)C(=O)N)C3=CC=CC=C3N2,4.228789889999753,4.3
17764130,C(Me)=CH2,CC(C)C1=C2C=CC2=C1,-0.1637801100000418,-0.5
17764316,NHCONH2,C1=CC(=C(C=C1C=O)N)N,0.0872238899993731,-3.7
17764852,Si(OEt)3,CO[Si](CCCC1=CC=CC=C1)(OC)OC,-0.2265311099998956,0.8
17764880,NHCOOEt ,CNCC(=O)OC1=CC=CC=C1,0.71473389000014,-3.0
17765077,CH=CH2,CC1=C(C2=C1C=C2)C,1.404994889999646,1.0
17765402,(CH2)4NMe2,CCC1=CC=CC=C1C=C.CNC,-1.418800110000461,-2.4
17765745,NO2 ,C1C(=O)C=CC=NC1=O,19.91653988999997,21.2
17765844,NHCOO(CH2)3CH3,CCC(C(=O)NC1=CC=CC=C1)OC,0.5264808899994641,-3.2
17765963,SN(Me)2,CC(C)C1=CSC(=N1)C=C,5.170054889999789,6.1
17766326,CSNHMe,C1CC1SC2=CC=CC=N2,6.487825890000061,7.0
17766912,CH=CHCOOEt ,CC1=CC=C(C=C1)CC(=CO)C=O,4.668046889999844,4.9
17767162,5-pyrimidinyl,C1=CC(=CC2=C1C=CN2)CC#N,8.758784579999249,8.291289629999113
17767392,NHCONH2,CC1=C(N=CN1)C(=O)C=C,0.0872238899993731,-3.7
17767481,NO2 ,C1=CC=NC(=O)OC=C1,19.91653988999997,21.2
17767528,C(Me)=CH2,CC1=C(C2=C(C2)C=C1)C,-0.1637801100000418,-0.5
17767557,NHCOCH(Me)2,CN1CCC=C(C1)C(=O)CC#C,1.404994889999646,-1.8
17767572,COOEt ,COC1=CC=C(C=C1)C=CO,5.35830788999935,7.5
17767696,COCHMe2 ,CC1=CC2=CC(=C1O2)C(C)C,6.801580889999331,8.9
17768051,NHNO2,C=CC(=O)ON1C=CC=N1,12.825676889999782,11.0
17768921,CHO ,COC1=CC2=C1C=C2,11.445154889999657,13.8
17769247,COOH ,C=CC1=CC=COC1=O,8.558608889999695,10.9
17769546,NHCONH2,CC(=C)C(=O)C1=CN=CN1,0.0872238899993731,-3.7
17769556,CH=CHCOMe ,C1=CC=C(C=C1)CCC=C=O,7.868347890000188,8.8
17769732,NHCOOMe ,C1=CC2=C1C=C2.C(C(=O)N)O,1.3422438899997922,-2.4
17770112,N(COMe)2,C1CC(C(=O)C2=CC=CC=C21)(N)O,9.562624889999585,9.0
17770167,S(O)OH,C1=CC=C(C(=C1)OO)S,14.83370888999956,15.0
17771012,CH=CH2,CC1=CC2=CC2=C1C,1.404994889999646,1.0
17771016,cyclobutyl ,CCC1=C(C2=CC2=C1)CC,-2.736571110000734,-3.9
17771019,PO(OC4H9)2,CC(C)(C)C1=C(C(=CC=C1)OP(O)O)C(C)(C)C,7.115335889999714,8.7
17771143,(CH2)6CH3,CC1=C(C=CC1=C(C)C)C(C)(C)C,-2.297314110000643,-3.2
17772004,C(OMe)3,C1CC(CC2(C1)C(=O)CCC2=O)O,-0.0382781100003343,0.3
17772153,NHCOOEt ,CC(N(C=O)C1=CC=CC=C1)O,0.71473389000014,-3.0
17773503,CH=CHCOC6H5,CCC1=C2C3=CC=CC=C3C(=O)C2=CC=C1,7.491841889999951,8.4
17773505,CH=CHCOC6H5,CC1=CC(=C2C(=C1)C3=CC=CC=C3C2=O)C,7.491841889999951,8.4
17774134,NHNO2,CC(=O)C(CC#N)(C#N)O,12.825676889999782,11.0
17774191,NHCOC6H4-4OMe,C1=CC=C2C(=C1)C(=CC=C2O)O.C1=CNC=C1,-0.1637801100000418,-3.4
17774213,CH=CHCOOEt ,CCCC1=C2C(=CC=C1)OC=CO2,4.668046889999844,4.9
17774448,COMe ,CCOC1=CC2=C1C=C2,7.680094889999512,9.7
17775185,NHCOOEt ,CCCC1=C(C=CC=N1)C(=O)O,0.71473389000014,-3.0
17775344,CYCLOHEXENYL,C1C=CC(=C1)CCC2=CCC=C2,-2.6876253300005803,-3.3835339200003185
17775845,NHCOO(CH2)3CH3,C1COCCN1C=CC=CC=CC=O,0.5264808899994641,-3.2
17776703,CF3 ,CC1=CC(=C(C(=C1)F)F)F,13.64143989000011,13.7
17777729,SO2Et,CC1=CC=C(S1)C(C)C(=O)O,15.272965889999652,16.1
